index,label,lr_path,hr_path,split
1758,To,E:\TT_exported\train1\lr\000001758.png,E:\TT_exported\train1\hr\000001758.png,train1
1759,To,E:\TT_exported\train1\lr\000001759.png,E:\TT_exported\train1\hr\000001759.png,train1
1760,free.,E:\TT_exported\train1\lr\000001760.png,E:\TT_exported\train1\hr\000001760.png,train1
1761,for,E:\TT_exported\train1\lr\000001761.png,E:\TT_exported\train1\hr\000001761.png,train1
1762,5-1-1,E:\TT_exported\train1\lr\000001762.png,E:\TT_exported\train1\hr\000001762.png,train1
1763,dial,E:\TT_exported\train1\lr\000001763.png,E:\TT_exported\train1\hr\000001763.png,train1
1764,"waiting,",E:\TT_exported\train1\lr\000001764.png,E:\TT_exported\train1\hr\000001764.png,train1
1765,messages,E:\TT_exported\train1\lr\000001765.png,E:\TT_exported\train1\hr\000001765.png,train1
1766,any,E:\TT_exported\train1\lr\000001766.png,E:\TT_exported\train1\hr\000001766.png,train1
1767,any,E:\TT_exported\train1\lr\000001767.png,E:\TT_exported\train1\hr\000001767.png,train1
1768,have,E:\TT_exported\train1\lr\000001768.png,E:\TT_exported\train1\hr\000001768.png,train1
1769,you,E:\TT_exported\train1\lr\000001769.png,E:\TT_exported\train1\hr\000001769.png,train1
1770,you,E:\TT_exported\train1\lr\000001770.png,E:\TT_exported\train1\hr\000001770.png,train1
1771,if,E:\TT_exported\train1\lr\000001771.png,E:\TT_exported\train1\hr\000001771.png,train1
1772,if,E:\TT_exported\train1\lr\000001772.png,E:\TT_exported\train1\hr\000001772.png,train1
1773,see,E:\TT_exported\train1\lr\000001773.png,E:\TT_exported\train1\hr\000001773.png,train1
1774,see,E:\TT_exported\train1\lr\000001774.png,E:\TT_exported\train1\hr\000001774.png,train1
1775,To,E:\TT_exported\train1\lr\000001775.png,E:\TT_exported\train1\hr\000001775.png,train1
1776,To,E:\TT_exported\train1\lr\000001776.png,E:\TT_exported\train1\hr\000001776.png,train1
1777,family.,E:\TT_exported\train1\lr\000001777.png,E:\TT_exported\train1\hr\000001777.png,train1
1778,and,E:\TT_exported\train1\lr\000001778.png,E:\TT_exported\train1\hr\000001778.png,train1
1779,and,E:\TT_exported\train1\lr\000001779.png,E:\TT_exported\train1\hr\000001779.png,train1
1780,friends,E:\TT_exported\train1\lr\000001780.png,E:\TT_exported\train1\hr\000001780.png,train1
1781,your,E:\TT_exported\train1\lr\000001781.png,E:\TT_exported\train1\hr\000001781.png,train1
1782,your,E:\TT_exported\train1\lr\000001782.png,E:\TT_exported\train1\hr\000001782.png,train1
1783,to,E:\TT_exported\train1\lr\000001783.png,E:\TT_exported\train1\hr\000001783.png,train1
1784,to,E:\TT_exported\train1\lr\000001784.png,E:\TT_exported\train1\hr\000001784.png,train1
1785,7-1-1,E:\TT_exported\train1\lr\000001785.png,E:\TT_exported\train1\hr\000001785.png,train1
1786,Number,E:\TT_exported\train1\lr\000001786.png,E:\TT_exported\train1\hr\000001786.png,train1
1787,7-1-1,E:\TT_exported\train1\lr\000001787.png,E:\TT_exported\train1\hr\000001787.png,train1
1788,7-1-1,E:\TT_exported\train1\lr\000001788.png,E:\TT_exported\train1\hr\000001788.png,train1
1789,own,E:\TT_exported\train1\lr\000001789.png,E:\TT_exported\train1\hr\000001789.png,train1
1790,own,E:\TT_exported\train1\lr\000001790.png,E:\TT_exported\train1\hr\000001790.png,train1
1791,your,E:\TT_exported\train1\lr\000001791.png,E:\TT_exported\train1\hr\000001791.png,train1
1792,your,E:\TT_exported\train1\lr\000001792.png,E:\TT_exported\train1\hr\000001792.png,train1
1793,get,E:\TT_exported\train1\lr\000001793.png,E:\TT_exported\train1\hr\000001793.png,train1
1794,get,E:\TT_exported\train1\lr\000001794.png,E:\TT_exported\train1\hr\000001794.png,train1
1795,to,E:\TT_exported\train1\lr\000001795.png,E:\TT_exported\train1\hr\000001795.png,train1
1796,to,E:\TT_exported\train1\lr\000001796.png,E:\TT_exported\train1\hr\000001796.png,train1
1797,your,E:\TT_exported\train1\lr\000001797.png,E:\TT_exported\train1\hr\000001797.png,train1
1798,your,E:\TT_exported\train1\lr\000001798.png,E:\TT_exported\train1\hr\000001798.png,train1
1799,Give,E:\TT_exported\train1\lr\000001799.png,E:\TT_exported\train1\hr\000001799.png,train1
1800,Number.,E:\TT_exported\train1\lr\000001800.png,E:\TT_exported\train1\hr\000001800.png,train1
1801,free,E:\TT_exported\train1\lr\000001801.png,E:\TT_exported\train1\hr\000001801.png,train1
1802,free,E:\TT_exported\train1\lr\000001802.png,E:\TT_exported\train1\hr\000001802.png,train1
1803,for,E:\TT_exported\train1\lr\000001803.png,E:\TT_exported\train1\hr\000001803.png,train1
1804,5-1-1,E:\TT_exported\train1\lr\000001804.png,E:\TT_exported\train1\hr\000001804.png,train1
1805,5-1-1,E:\TT_exported\train1\lr\000001805.png,E:\TT_exported\train1\hr\000001805.png,train1
1806,Dial,E:\TT_exported\train1\lr\000001806.png,E:\TT_exported\train1\hr\000001806.png,train1
1807,Dial,E:\TT_exported\train1\lr\000001807.png,E:\TT_exported\train1\hr\000001807.png,train1
1808,Number:,E:\TT_exported\train1\lr\000001808.png,E:\TT_exported\train1\hr\000001808.png,train1
1809,Number:,E:\TT_exported\train1\lr\000001809.png,E:\TT_exported\train1\hr\000001809.png,train1
1810,7-1-1,E:\TT_exported\train1\lr\000001810.png,E:\TT_exported\train1\hr\000001810.png,train1
1811,7-1-1,E:\TT_exported\train1\lr\000001811.png,E:\TT_exported\train1\hr\000001811.png,train1
1812,own,E:\TT_exported\train1\lr\000001812.png,E:\TT_exported\train1\hr\000001812.png,train1
1813,own,E:\TT_exported\train1\lr\000001813.png,E:\TT_exported\train1\hr\000001813.png,train1
1814,your,E:\TT_exported\train1\lr\000001814.png,E:\TT_exported\train1\hr\000001814.png,train1
1815,your,E:\TT_exported\train1\lr\000001815.png,E:\TT_exported\train1\hr\000001815.png,train1
1816,get,E:\TT_exported\train1\lr\000001816.png,E:\TT_exported\train1\hr\000001816.png,train1
1817,get,E:\TT_exported\train1\lr\000001817.png,E:\TT_exported\train1\hr\000001817.png,train1
1818,to,E:\TT_exported\train1\lr\000001818.png,E:\TT_exported\train1\hr\000001818.png,train1
1819,to,E:\TT_exported\train1\lr\000001819.png,E:\TT_exported\train1\hr\000001819.png,train1
1820,easy,E:\TT_exported\train1\lr\000001820.png,E:\TT_exported\train1\hr\000001820.png,train1
1821,easy,E:\TT_exported\train1\lr\000001821.png,E:\TT_exported\train1\hr\000001821.png,train1
1822,7-1-1,E:\TT_exported\train1\lr\000001822.png,E:\TT_exported\train1\hr\000001822.png,train1
1823,are,E:\TT_exported\train1\lr\000001823.png,E:\TT_exported\train1\hr\000001823.png,train1
1824,participating,E:\TT_exported\train1\lr\000001824.png,E:\TT_exported\train1\hr\000001824.png,train1
1825,messages,E:\TT_exported\train1\lr\000001825.png,E:\TT_exported\train1\hr\000001825.png,train1
1826,messages,E:\TT_exported\train1\lr\000001826.png,E:\TT_exported\train1\hr\000001826.png,train1
1827,touch.,E:\TT_exported\train1\lr\000001827.png,E:\TT_exported\train1\hr\000001827.png,train1
1828,touch.,E:\TT_exported\train1\lr\000001828.png,E:\TT_exported\train1\hr\000001828.png,train1
1829,in,E:\TT_exported\train1\lr\000001829.png,E:\TT_exported\train1\hr\000001829.png,train1
1830,in,E:\TT_exported\train1\lr\000001830.png,E:\TT_exported\train1\hr\000001830.png,train1
1831,voice,E:\TT_exported\train1\lr\000001831.png,E:\TT_exported\train1\hr\000001831.png,train1
1832,voice,E:\TT_exported\train1\lr\000001832.png,E:\TT_exported\train1\hr\000001832.png,train1
1833,stay,E:\TT_exported\train1\lr\000001833.png,E:\TT_exported\train1\hr\000001833.png,train1
1834,to,E:\TT_exported\train1\lr\000001834.png,E:\TT_exported\train1\hr\000001834.png,train1
1835,to,E:\TT_exported\train1\lr\000001835.png,E:\TT_exported\train1\hr\000001835.png,train1
1836,lt's,E:\TT_exported\train1\lr\000001836.png,E:\TT_exported\train1\hr\000001836.png,train1
1837,lt's,E:\TT_exported\train1\lr\000001837.png,E:\TT_exported\train1\hr\000001837.png,train1
1838,Payphone.,E:\TT_exported\train1\lr\000001838.png,E:\TT_exported\train1\hr\000001838.png,train1
1839,Mail,E:\TT_exported\train1\lr\000001839.png,E:\TT_exported\train1\hr\000001839.png,train1
1840,Mail,E:\TT_exported\train1\lr\000001840.png,E:\TT_exported\train1\hr\000001840.png,train1
1841,nearest,E:\TT_exported\train1\lr\000001841.png,E:\TT_exported\train1\hr\000001841.png,train1
1842,nearest,E:\TT_exported\train1\lr\000001842.png,E:\TT_exported\train1\hr\000001842.png,train1
1843,the,E:\TT_exported\train1\lr\000001843.png,E:\TT_exported\train1\hr\000001843.png,train1
1844,the,E:\TT_exported\train1\lr\000001844.png,E:\TT_exported\train1\hr\000001844.png,train1
1845,as,E:\TT_exported\train1\lr\000001845.png,E:\TT_exported\train1\hr\000001845.png,train1
1846,close,E:\TT_exported\train1\lr\000001846.png,E:\TT_exported\train1\hr\000001846.png,train1
1847,close,E:\TT_exported\train1\lr\000001847.png,E:\TT_exported\train1\hr\000001847.png,train1
1848,as,E:\TT_exported\train1\lr\000001848.png,E:\TT_exported\train1\hr\000001848.png,train1
1849,your,E:\TT_exported\train1\lr\000001849.png,E:\TT_exported\train1\hr\000001849.png,train1
1850,your,E:\TT_exported\train1\lr\000001850.png,E:\TT_exported\train1\hr\000001850.png,train1
1851,"Mail,",E:\TT_exported\train1\lr\000001851.png,E:\TT_exported\train1\hr\000001851.png,train1
1852,7-1-1,E:\TT_exported\train1\lr\000001852.png,E:\TT_exported\train1\hr\000001852.png,train1
1853,7-1-1,E:\TT_exported\train1\lr\000001853.png,E:\TT_exported\train1\hr\000001853.png,train1
1854,With,E:\TT_exported\train1\lr\000001854.png,E:\TT_exported\train1\hr\000001854.png,train1
1855,With,E:\TT_exported\train1\lr\000001855.png,E:\TT_exported\train1\hr\000001855.png,train1
1856,you,E:\TT_exported\train1\lr\000001856.png,E:\TT_exported\train1\hr\000001856.png,train1
1857,you,E:\TT_exported\train1\lr\000001857.png,E:\TT_exported\train1\hr\000001857.png,train1
1858,allows,E:\TT_exported\train1\lr\000001858.png,E:\TT_exported\train1\hr\000001858.png,train1
1859,allows,E:\TT_exported\train1\lr\000001859.png,E:\TT_exported\train1\hr\000001859.png,train1
1860,Mail,E:\TT_exported\train1\lr\000001860.png,E:\TT_exported\train1\hr\000001860.png,train1
1861,Mail,E:\TT_exported\train1\lr\000001861.png,E:\TT_exported\train1\hr\000001861.png,train1
1862,7-1-1,E:\TT_exported\train1\lr\000001862.png,E:\TT_exported\train1\hr\000001862.png,train1
1863,7-1-1,E:\TT_exported\train1\lr\000001863.png,E:\TT_exported\train1\hr\000001863.png,train1
1864,lnexpensive,E:\TT_exported\train1\lr\000001864.png,E:\TT_exported\train1\hr\000001864.png,train1
1865,Use!,E:\TT_exported\train1\lr\000001865.png,E:\TT_exported\train1\hr\000001865.png,train1
1866,to,E:\TT_exported\train1\lr\000001866.png,E:\TT_exported\train1\hr\000001866.png,train1
1867,to,E:\TT_exported\train1\lr\000001867.png,E:\TT_exported\train1\hr\000001867.png,train1
1868,Easy,E:\TT_exported\train1\lr\000001868.png,E:\TT_exported\train1\hr\000001868.png,train1
1869,onfidential!,E:\TT_exported\train1\lr\000001869.png,E:\TT_exported\train1\hr\000001869.png,train1
1870,QUARTZ,E:\TT_exported\train1\lr\000001870.png,E:\TT_exported\train1\hr\000001870.png,train1
1871,BRIGHT,E:\TT_exported\train1\lr\000001871.png,E:\TT_exported\train1\hr\000001871.png,train1
1872,75g/m2,E:\TT_exported\train1\lr\000001872.png,E:\TT_exported\train1\hr\000001872.png,train1
1873,LB.,E:\TT_exported\train1\lr\000001873.png,E:\TT_exported\train1\hr\000001873.png,train1
1874,SHEETS,E:\TT_exported\train1\lr\000001874.png,E:\TT_exported\train1\hr\000001874.png,train1
1875,LETTER,E:\TT_exported\train1\lr\000001875.png,E:\TT_exported\train1\hr\000001875.png,train1
1876,75g\m2,E:\TT_exported\train1\lr\000001876.png,E:\TT_exported\train1\hr\000001876.png,train1
1877,2018,E:\TT_exported\train1\lr\000001877.png,E:\TT_exported\train1\hr\000001877.png,train1
1878,2018,E:\TT_exported\train1\lr\000001878.png,E:\TT_exported\train1\hr\000001878.png,train1
1879,Audi,E:\TT_exported\train1\lr\000001879.png,E:\TT_exported\train1\hr\000001879.png,train1
1880,OCT,E:\TT_exported\train1\lr\000001880.png,E:\TT_exported\train1\hr\000001880.png,train1
1881,are,E:\TT_exported\train1\lr\000001881.png,E:\TT_exported\train1\hr\000001881.png,train1
1882,AD,E:\TT_exported\train1\lr\000001882.png,E:\TT_exported\train1\hr\000001882.png,train1
1883,AD,E:\TT_exported\train1\lr\000001883.png,E:\TT_exported\train1\hr\000001883.png,train1
1884,CHIPS,E:\TT_exported\train1\lr\000001884.png,E:\TT_exported\train1\hr\000001884.png,train1
1885,AND,E:\TT_exported\train1\lr\000001885.png,E:\TT_exported\train1\hr\000001885.png,train1
1886,BYTES,E:\TT_exported\train1\lr\000001886.png,E:\TT_exported\train1\hr\000001886.png,train1
1887,NTER,E:\TT_exported\train1\lr\000001887.png,E:\TT_exported\train1\hr\000001887.png,train1
1888,ENDDO,E:\TT_exported\train1\lr\000001888.png,E:\TT_exported\train1\hr\000001888.png,train1
1889,Lunch,E:\TT_exported\train1\lr\000001889.png,E:\TT_exported\train1\hr\000001889.png,train1
1890,ADD,E:\TT_exported\train1\lr\000001890.png,E:\TT_exported\train1\hr\000001890.png,train1
1891,RET,E:\TT_exported\train1\lr\000001891.png,E:\TT_exported\train1\hr\000001891.png,train1
1892,SORT,E:\TT_exported\train1\lr\000001892.png,E:\TT_exported\train1\hr\000001892.png,train1
1893,WAY,E:\TT_exported\train1\lr\000001893.png,E:\TT_exported\train1\hr\000001893.png,train1
1894,NO,E:\TT_exported\train1\lr\000001894.png,E:\TT_exported\train1\hr\000001894.png,train1
1895,TO,E:\TT_exported\train1\lr\000001895.png,E:\TT_exported\train1\hr\000001895.png,train1
1896,check,E:\TT_exported\train1\lr\000001896.png,E:\TT_exported\train1\hr\000001896.png,train1
1897,Subname,E:\TT_exported\train1\lr\000001897.png,E:\TT_exported\train1\hr\000001897.png,train1
1898,FLAVOR,E:\TT_exported\train1\lr\000001898.png,E:\TT_exported\train1\hr\000001898.png,train1
1899,MANGO,E:\TT_exported\train1\lr\000001899.png,E:\TT_exported\train1\hr\000001899.png,train1
1900,Diet,E:\TT_exported\train1\lr\000001900.png,E:\TT_exported\train1\hr\000001900.png,train1
1901,Diet,E:\TT_exported\train1\lr\000001901.png,E:\TT_exported\train1\hr\000001901.png,train1
1902,diet,E:\TT_exported\train1\lr\000001902.png,E:\TT_exported\train1\hr\000001902.png,train1
1903,calorie,E:\TT_exported\train1\lr\000001903.png,E:\TT_exported\train1\hr\000001903.png,train1
1904,calorie,E:\TT_exported\train1\lr\000001904.png,E:\TT_exported\train1\hr\000001904.png,train1
1905,"2,000",E:\TT_exported\train1\lr\000001905.png,E:\TT_exported\train1\hr\000001905.png,train1
1906,a,E:\TT_exported\train1\lr\000001906.png,E:\TT_exported\train1\hr\000001906.png,train1
1907,on,E:\TT_exported\train1\lr\000001907.png,E:\TT_exported\train1\hr\000001907.png,train1
1908,based,E:\TT_exported\train1\lr\000001908.png,E:\TT_exported\train1\hr\000001908.png,train1
1909,based,E:\TT_exported\train1\lr\000001909.png,E:\TT_exported\train1\hr\000001909.png,train1
1910,are,E:\TT_exported\train1\lr\000001910.png,E:\TT_exported\train1\hr\000001910.png,train1
1911,Values,E:\TT_exported\train1\lr\000001911.png,E:\TT_exported\train1\hr\000001911.png,train1
1912,Values,E:\TT_exported\train1\lr\000001912.png,E:\TT_exported\train1\hr\000001912.png,train1
1913,Daily,E:\TT_exported\train1\lr\000001913.png,E:\TT_exported\train1\hr\000001913.png,train1
1914,Daily,E:\TT_exported\train1\lr\000001914.png,E:\TT_exported\train1\hr\000001914.png,train1
1915,Percent,E:\TT_exported\train1\lr\000001915.png,E:\TT_exported\train1\hr\000001915.png,train1
1916,Percent,E:\TT_exported\train1\lr\000001916.png,E:\TT_exported\train1\hr\000001916.png,train1
1917,lron8%,E:\TT_exported\train1\lr\000001917.png,E:\TT_exported\train1\hr\000001917.png,train1
1918,lron8%,E:\TT_exported\train1\lr\000001918.png,E:\TT_exported\train1\hr\000001918.png,train1
1919,VitaminC0%,E:\TT_exported\train1\lr\000001919.png,E:\TT_exported\train1\hr\000001919.png,train1
1920,Calcium0%,E:\TT_exported\train1\lr\000001920.png,E:\TT_exported\train1\hr\000001920.png,train1
1921,VitaminA0%,E:\TT_exported\train1\lr\000001921.png,E:\TT_exported\train1\hr\000001921.png,train1
1922,4g,E:\TT_exported\train1\lr\000001922.png,E:\TT_exported\train1\hr\000001922.png,train1
1923,4g,E:\TT_exported\train1\lr\000001923.png,E:\TT_exported\train1\hr\000001923.png,train1
1924,Protein,E:\TT_exported\train1\lr\000001924.png,E:\TT_exported\train1\hr\000001924.png,train1
1925,Protein,E:\TT_exported\train1\lr\000001925.png,E:\TT_exported\train1\hr\000001925.png,train1
1926,8g,E:\TT_exported\train1\lr\000001926.png,E:\TT_exported\train1\hr\000001926.png,train1
1927,8g,E:\TT_exported\train1\lr\000001927.png,E:\TT_exported\train1\hr\000001927.png,train1
1928,Sugars,E:\TT_exported\train1\lr\000001928.png,E:\TT_exported\train1\hr\000001928.png,train1
1929,Sugars,E:\TT_exported\train1\lr\000001929.png,E:\TT_exported\train1\hr\000001929.png,train1
1930,Fiber<1g,E:\TT_exported\train1\lr\000001930.png,E:\TT_exported\train1\hr\000001930.png,train1
1931,Dietary,E:\TT_exported\train1\lr\000001931.png,E:\TT_exported\train1\hr\000001931.png,train1
1932,Dietary,E:\TT_exported\train1\lr\000001932.png,E:\TT_exported\train1\hr\000001932.png,train1
1933,3%,E:\TT_exported\train1\lr\000001933.png,E:\TT_exported\train1\hr\000001933.png,train1
1934,3%,E:\TT_exported\train1\lr\000001934.png,E:\TT_exported\train1\hr\000001934.png,train1
1935,4%,E:\TT_exported\train1\lr\000001935.png,E:\TT_exported\train1\hr\000001935.png,train1
1936,4%,E:\TT_exported\train1\lr\000001936.png,E:\TT_exported\train1\hr\000001936.png,train1
1937,13g,E:\TT_exported\train1\lr\000001937.png,E:\TT_exported\train1\hr\000001937.png,train1
1938,13g,E:\TT_exported\train1\lr\000001938.png,E:\TT_exported\train1\hr\000001938.png,train1
1939,Carbohydrate,E:\TT_exported\train1\lr\000001939.png,E:\TT_exported\train1\hr\000001939.png,train1
1940,Total,E:\TT_exported\train1\lr\000001940.png,E:\TT_exported\train1\hr\000001940.png,train1
1941,Total,E:\TT_exported\train1\lr\000001941.png,E:\TT_exported\train1\hr\000001941.png,train1
1942,65mg,E:\TT_exported\train1\lr\000001942.png,E:\TT_exported\train1\hr\000001942.png,train1
1943,65mg,E:\TT_exported\train1\lr\000001943.png,E:\TT_exported\train1\hr\000001943.png,train1
1944,Sodium,E:\TT_exported\train1\lr\000001944.png,E:\TT_exported\train1\hr\000001944.png,train1
1945,Sodium,E:\TT_exported\train1\lr\000001945.png,E:\TT_exported\train1\hr\000001945.png,train1
1946,Omg,E:\TT_exported\train1\lr\000001946.png,E:\TT_exported\train1\hr\000001946.png,train1
1947,Omg,E:\TT_exported\train1\lr\000001947.png,E:\TT_exported\train1\hr\000001947.png,train1
1948,Cholesterol,E:\TT_exported\train1\lr\000001948.png,E:\TT_exported\train1\hr\000001948.png,train1
1949,3%,E:\TT_exported\train1\lr\000001949.png,E:\TT_exported\train1\hr\000001949.png,train1
1950,3%,E:\TT_exported\train1\lr\000001950.png,E:\TT_exported\train1\hr\000001950.png,train1
1951,0%,E:\TT_exported\train1\lr\000001951.png,E:\TT_exported\train1\hr\000001951.png,train1
